Company Name,Domain,Industry,Location,Headcount,Linkedin,Description,Company Type,Keywords,Technologies,Tags
Sage Bionetworks,sagebionetworks.org,Biotechnology Research,"Seattle, Washington, United States",51-200,https://www.linkedin.com/company/sage-bionetworks,Sage Bionetworks is a biotechnology company that specializes in data science solutions for healthcare through collaboration and research.,non profit,"biotechnology, data science, healthcare, bioinformatics, research, collaboration","Node.Js, Webpack, Netlify, React, Next.Js, Jquery Ui, Wordpress, Slick, Jquery Migrate, Mysql, Yoast Seo, Font Awesome, Jquery, Php, Nginx, Bootstrap, Twitter Emoji (Twemoji), Hsts, Google Font Api, Google Tag Manager, Google Analytics",""
George Northwood,georgenorthwood.com,Cosmetics,"London, United Kingdom",51-200,https://www.linkedin.com/company/george-northwood,George Northwood is a hair salon that provides professional haircare services with a focus on quality and style.,privately held,"hair salon, beauty industry, haircare services","Google Analytics, Facebook, Php, Unix, Google Font Api, Gsap, Apache, Google Tag Manager, Shopify, Jquery, Bootstrap, Cloudflare",""
Invitae,invitae.com,Biotechnology Research,"San Francisco, California, United States",1001-5000,https://www.linkedin.com/company/invitae,Invitae is a genetic testing company that specializes in providing comprehensive genetic information for healthcare and precision medicine purposes.,public company,"genetic testing, healthcare, biotechnology, genomics, precision medicine","Google Tag Manager, Facebook, Google Analytics, Next.Js, New Relic, Webpack, Contentful, Jquery, Lodash, Nginx, React, Node.Js, Signal, Amplitude, Recaptcha",""
Deb Group,debgroup.com,Cosmetics,United Kingdom,501-1000,https://www.linkedin.com/company/deb-group,"Deb Products is a provider of personal care products, hand hygiene solutions, and skin care products, including industrial cleaning products.",privately held,"personal care products, hand hygiene solutions, skin care products, industrial cleaning products","New Relic, React, Php, Cloudflare, Drupal, Google Tag Manager, Google Analytics, Jquery, Hotjar",""
CSL,csl.com,Biotechnology Research,"Melbourne, Australia",10001+,https://www.linkedin.com/company/csl,CSL is a biopharmaceutical company that specializes in healthcare products and biotechnology.,public company,"biopharmaceuticals, healthcare, biotechnology, life sciences","Iis, Windows Server, Microsoft Asp.Net, Hammer.Js, Sitecore, Recaptcha, Bootstrap, Google Font Api, Jquery Ui, Welcart, Jquery, Google Tag Manager, Hsts, Google Analytics",""
Waters Corporation,waters.me,Biotechnology Research,"Milford, Massachusetts, United States",5001-10000,https://www.linkedin.com/company/waters,"Waters Corporation is a provider of analytical instruments and scientific equipment, with a focus on vulnerability testing and open source software.",public company,"analytical instruments, scientific equipment, open source software, vulnerability testing","Jquery, Wordpress, Apache, Google Font Api, Debian, Mysql, Php, Jquery Migrate",""
Miltenyi Biotec,miltenyibiotec.com,Biotechnology Research,"Bergisch Gladbach, Germany",1001-5000,https://www.linkedin.com/company/miltenyi-biotec,Miltenyi Biotec is a biotechnology company that specializes in cell analysis and therapy.,privately held,"biotechnology, life sciences, medical research, cell analysis, cell therapy","Windows Server, Iis, Cloudflare, Google Tag Manager, Handlebars, Google Analytics",""
CRISPR Therapeutics,crisprtx.com,Biotechnology Research,"Boston, Massachusetts, United States",201-500,https://www.linkedin.com/company/crispr-therapeutics,CRISPR Therapeutics is a biotechnology company that focuses on genome editing in therapeutics within the life sciences and healthcare industry.,public company,"biotechnology, genome editing, therapeutics, life sciences, healthcare","Craft Cms, Yii, Google Analytics, Google Tag Manager, Zurb Foundation, Jquery, Nginx, Welcart, Typekit, Php, Seomatic, Font Awesome",""
COOLA,coola.com,Cosmetics,"Carlsbad, California, United States",51-200,https://www.linkedin.com/company/coola-suncare,"COOLA is a Beauty company that offers organic skincare products, specializing in sunscreen and suncare items.",privately held,"beauty, skincare, sunscreen, organic products, suncare","Jquery, Google Analytics, Shopify, Apache, Cloudflare, Google Tag Manager, Enable, Http/3, Php, Nette Framework, Zendesk, Angie, Hsts, Slick, Font Awesome, Facebook, Google Font Api, Bounce Exchange, Videojs, Pagefly",""
Function of Beauty,functionofbeauty.com,Cosmetics,"New York City, New York, United States",201-500,https://www.linkedin.com/company/function-of-beauty,Function of Beauty is a beauty and personal care company that offers customized and personalized cosmetics.,privately held,"beauty and personal care, customized products, e-commerce, personalized cosmetics","Freshchat, Visual Website Optimizer, Shopify, Cloudflare, Amazon Web Services, Amazon Cloudfront, Privy, Kilatech, Angie, Mixitup, Envoy, Osano, Handlebars, Http/3, Hsts, Google Tag Manager, Node.Js, Matomo, Next.Js, New Relic, Jquery, Php, Facebook, Slick, Webpack, Hotjar, Google Analytics, Contentful, React",""
Recursion,recursion.com,Biotechnology Research,"Salt Lake City, Utah, United States",501-1000,https://www.linkedin.com/company/recursion-pharmaceuticals,Recursion is a biotechnology company that specializes in drug discovery using artificial intelligence and advanced technology.,public company,"biotechnology, healthcare, pharmaceuticals, life sciences, drug discovery","Cloudflare, Webflow, Hotjar, Lua, Google Analytics, Nginx, Openresty, Google Font Api, Jquery, Google Tag Manager, Typekit",""
Syneos Health,syneoshealth.com,Biotechnology Research,"Morrisville, North Carolina, United States",10001+,https://www.linkedin.com/company/syneos-health,"Syneos Health is a healthcare services company that specializes in clinical trials, pharmaceutical research, and biopharmaceutical solutions.",public company,"healthcare services, clinical trials, pharmaceutical research, biopharmaceutical","Apache, Drupal, Google Tag Manager, Php, Google Analytics, Recaptcha, Bootstrap, Pardot, Cloudflare, Modernizr, Jquery, Addtoany, Flickity, Jquery Ui, Google Font Api",""
Cord Blood Registry,cordblood.com,Biotechnology Research,"Tucson, Arizona, United States",201-500,https://www.linkedin.com/company/cord-blood-registry,Cord Blood Registry is a biotechnology company that specializes in stem cell preservation and genetic testing.,privately held,"biotechnology, healthcare, medical services, stem cell preservation, genetic testing","Windows Server, Google Tag Manager, Wordpress, Nginx, Twitter, Youtube, Yoast Seo, Optimizely, Zendesk Chat, Amplitude, Jquery Ui, Jquery, Modernizr, Segment, Microsoft Asp.Net, Google Analytics, Crazy Egg, Angularjs, Marketo, Facebook, Iis, Apache Http Server, Welcart, Nuxt.Js, Php, Amazon Alb, Openssl, Amazon Cloudfront, Vue.Js, Node.Js, Amazon Web Services",""
PacBio,pacb.com,Biotechnology Research,"Menlo Park, California, United States",501-1000,https://www.linkedin.com/company/pacbio,PacBio is a biotechnology company that specializes in genetic sequencing technology for the life sciences industry.,public company,"biotechnology, genomics, genetic sequencing, life sciences","Glyphicons, Wp Engine, Sharethis, Apache, Pardot, Font Awesome, Twitter Emoji (Twemoji), Cloudflare, Animate.Css, Nginx, Hotjar, Php, Bootstrap, Wordpress, Modernizr, Google Analytics, Wp Rocket, Mysql, Datatables, Facebook, Slick, Google Tag Manager, Jquery, Google Font Api, Sucuri, Jquery Ui, Adroll, Jquery Migrate, Yoast Seo, Addthis",""
10x Genomics,10xgenomics.com,Biotechnology Research,"Pleasanton, California, United States",1001-5000,https://www.linkedin.com/company/10xgenomics,10x Genomics is a biotechnology company that specializes in genetic analysis and research in the field of genomics.,public company,"biotechnology, genomics, life sciences, research, genetic analysis","Cloudflare, Google Tag Manager, Lodash, Google Font Api, Marketo, Facebook, Google Analytics, Mysql, Jquery Migrate, Jquery, Webpack, Sentry, React, Select2, Wordpress, Next.Js, Node.Js, Php, Yoast Seo",""
SciLifeLab,scilifelab.se,Biotechnology Research,"Solna, Sweden",501-1000,https://www.linkedin.com/company/science-for-life-laboratory,SciLifeLab is a research institution that provides laboratory services in the field of genomics and proteomics.,government agency,"life sciences, biotechnology, research, laboratory services, genomics, proteomics","Wordpress, Google Maps, Youtube, Varnish, Php, Yoast Seo, Google Font Api, Google Analytics, Moment.Js, Jquery Migrate, Ionicons, Jquery, Mysql, Underscore.Js, Swiper Slider, Google Tag Manager, Knockout.Js, Bootstrap, Disqus, Hammer.Js, Apache, Twitter Emoji (Twemoji), React, Lodash",""
Freenome,freenome.com,Biotechnology Research,"South San Francisco, California, United States",501-1000,https://www.linkedin.com/company/freenome,Freenome is a biotechnology company specializing in cancer diagnostics and precision medicine.,privately held,"biotechnology, healthcare, cancer diagnostics, precision medicine","Webpack, Google Analytics, Jquery, Elementor, Fastly, Wordpress, Google Font Api, Mariadb, Squarespace, Varnish, Pantheon, Font Awesome, Nginx, Php, Mysql, Underscore.Js, Yui, Animate.Css, Yoast Seo, Modernizr, Typekit, Facebook, Sentry, Google Tag Manager, Google App Engine, Marketo, Lodash",""
BioLegend,biolegend.com,Biotechnology Research,"San Diego, California, United States",501-1000,https://www.linkedin.com/company/biolegend,BioLegend is a biotechnology company that specializes in antibodies and research reagents.,public company,"biotechnology, life sciences, antibodies, research reagents","Google Analytics, Jquery Migrate, Jquery Ui, Lodash, Jquery, Microsoft Asp.Net, Windows Server, Dynamicweb, Google Tag Manager, Iis",""
Alnylam Pharmaceuticals,alnylam.com,Biotechnology Research,"Cambridge, Massachusetts, United States",1001-5000,https://www.linkedin.com/company/alnylam-pharmaceuticals,Alnylam Pharmaceuticals is a pharmaceutical company that specializes in RNA interference-based therapeutics.,public company,"pharmaceuticals, biotechnology, healthcare, life sciences, drug development","Jquery, Google Tag Manager, Google Analytics, New Relic, Wordpress, Google Maps, Mysql, Prettyphoto, Jquery Ui, Chart.Js, Jquery Migrate, Twitter Emoji (Twemoji), Animate.Css, Google Font Api, Yoast Seo, Sweetalert, Modernizr, Mediaelement.Js, Varnish, Font Awesome, Underscore.Js, Nginx, Drupal, Mariadb, Bootstrap, Hotjar, Pantheon, Php, Youtube, Slick, Owl Carousel",""
POET,poet.com,Biotechnology Research,"Sioux Falls, South Dakota, United States",1001-5000,https://www.linkedin.com/company/poet,POET is a biofuels company that focuses on renewable energy production through sustainable agriculture and biotechnology.,privately held,"renewable energy, biofuels, sustainable agriculture, biotechnology","Windows Server, Iis, Facebook, Animate.Css, Font Awesome, Plesk, Microsoft Asp.Net, Google Font Api, Jquery, Google Analytics, Google Tag Manager, Bootstrap, Secomapp, Tally, Jquery Cdn, Cloudflare, Verisign, Youtube",""
Notino,notino.cz,Cosmetics,Czechia,501-1000,https://www.linkedin.com/company/parfums-cz,Notino is an online retail company that specializes in selling perfumes and cosmetics in Central and Eastern Europe.,public company,"online retail, perfumes, cosmetics, e-commerce, beauty products","Google Analytics, Google Tag Manager, F5 Bigip, Jquery, React, Polyfill, Criteo, Facebook, Google Analytics Enhanced Ecommerce",""
Foundation Medicine,foundationmedicine.com,Biotechnology Research,"Boston, Massachusetts, United States",1001-5000,https://www.linkedin.com/company/foundation-medicine,Foundation Medicine is a biotechnology company that specializes in precision medicine for oncology by offering advanced cancer diagnostics through genomic analysis.,privately held,"biotechnology, precision medicine, oncology, cancer diagnostics, genomic analysis","Welcart, Hsts, Google Tag Manager, Youtube, Fastly, Pantheon, Drupal, Php, Varnish, Mariadb, Contentful, Nginx, Quantcast, Google Analytics, Hotjar, Crazy Egg, Azure",""
GenScript,genscript.com,Biotechnology Research,"Piscataway, New Jersey, United States",5001-10000,https://www.linkedin.com/company/genscript-corporation,GenScript is a biotechnology company that specializes in bioengineering services and solutions for the life sciences and pharmaceutical industries.,public company,"biotechnology, life sciences, bioengineering, pharmaceuticals, research and development","Animate.Css, Apache, Font Awesome, Google Font Api, Owl Carousel, Bootstrap, Jquery, Jquery Ui, Php, Cloudflare",""
BenevolentAI,benevolent.com,Biotechnology Research,"London, United Kingdom",201-500,https://www.linkedin.com/company/benevolentai,"BenevolentAI (AMS: BAI) is a leading, clinical-stage AI-enabled drug discovery and development company. Visit our website to learn about our drug discovery platform and pipeline, which spans from target identification through to clinical trials.",public company,,"Bootstrap, Youtube, Php, Hotjar, Facebook, Google Analytics, Webflow, Google Font Api, Google Tag Manager, Jquery, Hubspot, Matomo, Lua, Nginx, Openresty",""
Paw Print Genetics,pawprintgenetics.com,Biotechnology Research,"Lincoln, Nebraska, United States",1001-5000,https://www.linkedin.com/company/paw-print-genetics,Paw Print Genetics is a veterinary services company that specializes in animal genetics testing for pet healthcare.,public company,"veterinary services, animal genetics, pet healthcare","Google Tag Manager, Amazon S3, Facebook, Google Analytics, Youtube, New Relic, Amazon Web Services, Google Font Api, Jquery Ui, Jquery, Bootstrap",""
